,Audio,Class
256,"[ 0.18665075  0.2303594   0.14146522 ... -0.09953952 -0.15076163
 -0.16119868]",drilling
257,"[ 0.00020282  0.00022385  0.00018437 ... -0.0247039  -0.02416579
 -0.02082107]",dog_bark
258,"[ 0.02309918  0.00515351 -0.06839868 ...  0.00285044 -0.0334979
 -0.02522285]",drilling
259,"[ 0.04600555  0.05529442  0.03825504 ... -0.00030185 -0.00133919
 -0.00184079]",street_music
260,"[ 0.05427322  0.01299417 -0.04410324 ...  0.10760376 -0.0152318
 -0.13431701]",jackhammer
261,[0.08636338 0.12148876 0.10349584 ... 0.10843083 0.08313452 0.08652589],engine_idling
262,"[-0.02310522  0.01253677  0.06079633 ...  0.19247583  0.20091589
  0.23810902]",dog_bark
263,[0.1093931  0.1441669  0.11158739 ... 0.09444049 0.06403202 0.02225806],gun_shot
264,"[-0.00828726  0.10848039  0.27671286 ... -0.14420375 -0.05209459
  0.01542271]",dog_bark
265,"[ 0.0047777   0.00839611  0.00851949 ...  0.00077918 -0.00165126
 -0.00185492]",street_music
266,"[-0.02479335 -0.03556023 -0.03032024 ... -0.01078265 -0.01336211
 -0.01826255]",siren
267,"[-0.14475153 -0.19390234 -0.14929903 ... -0.03164113 -0.05201619
 -0.08177395]",dog_bark
268,"[-0.00152866 -0.00241355 -0.00139767 ... -0.00142654 -0.0016064
 -0.00109828]",gun_shot
269,[0.00592335 0.02274192 0.03053587 ... 0.04104183 0.03621065 0.03797453],drilling
270,"[-0.02599042 -0.03689665 -0.03388302 ...  0.00293837 -0.00233441
 -0.00171433]",car_horn
271,"[-0.08227823 -0.12326719 -0.12677075 ...  0.13176402  0.12112071
  0.11453557]",siren
272,"[ 1.3969839e-09 -2.3283064e-10 -1.4551915e-09 ...  7.2706109e-03
 -1.6946061e-02 -7.7564833e-03]",air_conditioner
273,"[ 0.00401018  0.01110751  0.0156565  ... -0.0085379  -0.00748944
  0.        ]",drilling
274,"[ 0.00075271  0.00112288  0.00108113 ... -0.0002072  -0.0003473
 -0.00052252]",car_horn
275,"[-0.02061145 -0.03201887 -0.03072608 ... -0.01214315 -0.0188606
 -0.03248133]",engine_idling
276,"[-0.13564664 -0.20623554 -0.18379664 ...  0.05050835  0.05554188
  0.06289673]",drilling
277,"[ 0.11113393  0.10244459 -0.03733752 ... -0.06585396 -0.06114577
 -0.04677659]",car_horn
278,"[-0.03672696 -0.07236849  0.00437749 ...  0.01975058  0.01149083
 -0.00339177]",street_music
279,"[4.2218803e-06 1.0695492e-05 1.6653167e-06 ... 2.0402809e-05 2.0052565e-05
 9.5847572e-06]",dog_bark
280,"[ 0.00171124  0.00363087  0.00380515 ... -0.00708819 -0.00654454
 -0.00596945]",street_music
281,"[-0.12987506 -0.21877894 -0.21018296 ... -0.45558253 -0.4584486
 -0.33062762]",dog_bark
282,"[ 0.00707113 -0.00926935 -0.03015616 ... -0.02461316 -0.00973672
  0.00837877]",jackhammer
283,"[ 0.0000000e+00 -2.2351742e-08 -7.4505806e-09 ... -1.0707265e-01
 -1.0392332e-01 -8.2498327e-02]",siren
284,"[ 0.17939322  0.28844345  0.22196373 ... -0.18261456 -0.17341632
 -0.22530463]",children_playing
285,"[-1.03299280e-04 -2.57078849e-04 -3.41971463e-05 ...  1.21020965e-01
  1.02927901e-01  1.00565135e-01]",street_music
286,"[ 0.01018468  0.0053268  -0.00647599 ... -0.01822072 -0.01702601
 -0.01226951]",dog_bark
287,[0.00590274 0.00946436 0.0080478  ... 0.02974141 0.02717398 0.02367855],dog_bark
288,[0.03222939 0.04367642 0.08283693 ... 0.07917134 0.08653218 0.08959041],street_music
289,"[ 0.00075668  0.00366063  0.00479242 ... -0.00605605 -0.00867327
 -0.00581652]",engine_idling
290,"[-0.07833914 -0.11183462 -0.03550847 ...  0.22010866  0.11321282
  0.02355206]",children_playing
291,"[ 0.06232272  0.10036437  0.05343456 ... -0.02949003 -0.02423664
 -0.02247106]",siren
292,"[ 0.10190462  0.1255261   0.06496693 ... -0.1519426  -0.11783067
 -0.10156739]",gun_shot
293,"[ 0.00840666  0.01483     0.00909935 ...  0.00880612 -0.00568668
  0.00981319]",engine_idling
294,"[-0.07337098 -0.09647568 -0.08882839 ...  0.00336402  0.00459957
  0.00799915]",gun_shot
295,[0.0218318  0.03621648 0.03931157 ... 0.10621636 0.09981808 0.13130559],siren
296,[0.04272979 0.06125307 0.05428205 ... 0.03773767 0.03919324 0.0454043 ],air_conditioner
297,[0.03800206 0.0249924  0.0013361  ... 0.0052812  0.00395221 0.0013025 ],drilling
298,"[ 1.5462255e-03  1.3642323e-03  5.2596093e-04 ...  3.0773936e-04
  3.9124978e-05 -3.7188188e-04]",jackhammer
299,"[-0.07048544 -0.11901613 -0.24465156 ... -0.06679562 -0.07508334
 -0.05918583]",car_horn
300,"[ 0.01168678  0.00873576 -0.00439208 ... -0.02490334 -0.01649819
 -0.00741672]",siren
301,"[-0.00759396  0.01938231 -0.02181197 ... -0.00852532 -0.00311904
 -0.00094232]",street_music
302,"[-0.02126016 -0.0905533  -0.16632718 ...  0.06728722  0.01608663
 -0.0583339 ]",children_playing
303,"[ 0.09671016  0.14677809  0.12455551 ... -0.05381165 -0.04557222
 -0.05726179]",engine_idling
304,"[-0.02299842 -0.11754367 -0.1549942  ... -0.03629108 -0.03026381
 -0.00111342]",car_horn
305,[0.0880459  0.1273132  0.10917918 ... 0.01799898 0.01689138 0.01631822],gun_shot
306,"[ 0.00384999 -0.0018573  -0.005987   ...  0.00304369 -0.00638036
 -0.01546657]",car_horn
307,[0.16878997 0.2365533  0.19825539 ... 0.05652258 0.11595583 0.20718263],dog_bark
308,"[ 2.8871000e-07 -1.4364719e-05 -9.2477538e-05 ...  1.5295621e-02
  1.5607083e-02  8.3362451e-03]",street_music
309,"[-0.0712366  -0.10118945 -0.08453611 ... -0.02488133 -0.02575688
 -0.02993513]",gun_shot
310,"[ 0.0011967  -0.10600983 -0.13751608 ...  0.10123797  0.15771264
  0.17625034]",drilling
311,[0.12728351 0.18085071 0.11614502 ... 0.13489452 0.14031097 0.14196151],dog_bark
312,"[-0.01097308 -0.01018842  0.03164552 ... -0.03194535 -0.03070839
  0.00845726]",air_conditioner
313,"[ 4.0870570e-03  7.0505557e-03  7.2421618e-03 ...  3.1425952e-05
 -1.4062013e-04 -8.8382541e-05]",gun_shot
314,"[-0.00166761 -0.00255931 -0.00150571 ... -0.00033636 -0.00039759
 -0.00043174]",gun_shot
315,[0.00221838 0.00320537 0.00153587 ... 0.00082474 0.00105781 0.00091679],children_playing
316,"[ 0.04512784  0.06639653  0.05886821 ... -0.11716943 -0.07907298
 -0.03625258]",gun_shot
317,"[-0.01086237  0.02395896  0.02219894 ... -0.04369749  0.02424133
  0.00740138]",air_conditioner
318,"[-0.01512724 -0.02421418 -0.02369102 ... -0.03226939 -0.03210923
 -0.02992159]",car_horn
319,"[-0.00201466  0.00177476 -0.00902816 ...  0.00826621  0.02545065
  0.02380088]",engine_idling
320,[0.01210415 0.02752088 0.03305837 ... 0.02557522 0.03390878 0.04064059],air_conditioner
321,"[-0.04781376 -0.07868884 -0.07422426 ...  0.06722384  0.05146052
  0.03944431]",drilling
322,"[ 9.3132257e-10  0.0000000e+00  4.6566129e-10 ... -1.3687174e-02
 -1.3703407e-02 -1.5524443e-02]",children_playing
323,"[ 0.00013725 -0.01226409 -0.00710666 ...  0.03453746  0.02198422
 -0.00923247]",drilling
324,"[ 1.437610e-03  9.812703e-04 -6.723404e-05 ... -5.265517e-03 -4.473962e-03
 -4.810009e-03]",siren
325,"[-0.00138    -0.00935776 -0.01260718 ... -0.00283483 -0.00608627
 -0.00853155]",air_conditioner
326,"[-0.05783316 -0.03319605 -0.00541203 ... -0.04179398 -0.02835648
 -0.00981785]",drilling
327,"[ 0.05556544  0.08258054  0.0660424  ... -0.04962198 -0.03325822
 -0.00940833]",car_horn
328,"[ 0.01839328  0.05428315  0.06151346 ...  0.01332648 -0.00573737
  0.01543445]",gun_shot
329,"[ 0.02576803  0.03970165  0.03511846 ...  0.00539508 -0.00568877
 -0.02111659]",drilling
330,"[-0.0232031  -0.02885123 -0.0206386  ...  0.00924716  0.00539902
  0.00393417]",children_playing
331,"[ 0.0006675   0.00138463  0.00038488 ... -0.00573332 -0.00400992
 -0.00158581]",siren
332,"[-0.00268269 -0.0032416  -0.00233817 ...  0.00780816  0.00116251
 -0.00907566]",jackhammer
333,"[ 0.0452631   0.06323934  0.05687826 ... -0.00883438 -0.01240107
 -0.01110513]",jackhammer
334,"[ 1.3151586e-06 -2.9543310e-06 -3.8232065e-06 ...  4.0987745e-02
  3.9977726e-02  4.1061848e-02]",gun_shot
335,[0.07071874 0.09442826 0.0579596  ... 0.05706398 0.04594602 0.03954583],siren
336,"[-0.03829166 -0.05438218 -0.04461234 ... -0.02467342 -0.0221418
 -0.01609119]",car_horn
337,"[ 1.5946419e-04  1.4760523e-04  5.7702418e-05 ...  6.0346723e-04
  5.3809339e-04 -1.4088470e-03]",dog_bark
338,"[-0.01752944 -0.02665637 -0.02107319 ... -0.01658905 -0.02090589
 -0.02788533]",jackhammer
339,"[-0.03403562 -0.04418349 -0.02504005 ...  0.11724435  0.10501757
  0.09442201]",engine_idling
340,[0.00023074 0.0004723  0.00050354 ... 0.0027059  0.0029642  0.00198754],engine_idling
341,"[ 0.005253    0.00516666 -0.00078559 ...  0.01810506  0.01908455
  0.00718255]",car_horn
342,"[ 0.00012578  0.00012934  0.00015749 ... -0.00127041 -0.00104689
 -0.00065241]",jackhammer
343,[0.05648733 0.0751809  0.01777408 ... 0.0131067  0.05323252 0.02585908],street_music
344,[0.05571303 0.08974111 0.08115835 ... 0.05907261 0.05594919 0.05252965],jackhammer
345,"[-0.10571888 -0.05097778  0.08261494 ... -0.01714375  0.02038819
  0.08187792]",drilling
346,"[ 0.02439793  0.03640545  0.0322337  ...  0.01090007  0.00320008
 -0.00068572]",gun_shot
347,"[-0.03355235 -0.11454184 -0.07612988 ... -0.02294781 -0.00863784
  0.03543928]",car_horn
348,"[ 0.00415541 -0.00278453 -0.00274618 ...  0.04033104  0.04024615
  0.        ]",air_conditioner
349,"[-0.00935139 -0.01288258 -0.00939028 ...  0.01087181  0.00722491
 -0.00012665]",street_music
350,"[-0.01626754 -0.02359704 -0.02581653 ...  0.06382132  0.03477395
  0.01396086]",drilling
351,"[ 0.0003782   0.00089414  0.00098724 ...  0.03626217  0.0064653
 -0.05004398]",drilling
352,"[-0.00046378  0.00417431 -0.02344074 ...  0.04757951  0.04109861
  0.02952757]",dog_bark
353,"[-0.01428266 -0.02359457 -0.02160514 ...  0.01370462  0.01021923
  0.00429695]",air_conditioner
354,"[ 1.6007107e-10  4.8021320e-10  2.9103830e-10 ... -1.0858563e-03
 -2.6967125e-03 -1.4314190e-03]",car_horn
355,"[ 2.5820967e-03  1.1909592e-03 -9.4587049e-05 ...  2.3067466e-03
  2.0685974e-03  1.9093455e-03]",gun_shot
356,"[ 0.02490218  0.03988345  0.04366034 ... -0.04160824 -0.03971317
 -0.03234272]",engine_idling
357,[0.00395244 0.00779016 0.00722866 ... 0.05622892 0.05333746 0.0574642 ],air_conditioner
358,"[-0.02128473 -0.03426425 -0.02695407 ...  0.00109106  0.00100043
  0.00094734]",engine_idling
359,"[-0.05060882 -0.10631289 -0.1332634  ...  0.03892719  0.13010982
  0.14768302]",children_playing
360,"[ 0.00466364  0.00915657  0.00887611 ...  0.00310684  0.0014835
 -0.001394  ]",dog_bark
361,"[-0.00132828 -0.00089109 -0.00197175 ...  0.00228746  0.00301718
  0.0035928 ]",car_horn
362,"[ 0.00563875  0.01934304  0.02739133 ...  0.00935441 -0.00035224
 -0.00392121]",jackhammer
363,"[ 0.08182988  0.12740168  0.11022831 ... -0.08938521 -0.08849056
 -0.10530663]",drilling
364,"[ 0.00815826  0.0162941   0.01660225 ... -0.03220281 -0.02802665
 -0.02462314]",drilling
365,"[-0.14928013 -0.18055212 -0.09484832 ... -0.06613755 -0.03483919
  0.01739652]",engine_idling
366,[0.02653534 0.04764999 0.04548756 ... 0.02610254 0.03057875 0.02131648],children_playing
367,"[-0.00042261 -0.00086815 -0.00074339 ... -0.00048444 -0.00051792
 -0.00059421]",air_conditioner
368,"[-0.00735413 -0.01837985 -0.02250084 ...  0.02937125  0.02637798
  0.03296089]",jackhammer
369,[0.0177606  0.02752026 0.0275598  ... 0.08610681 0.08505755 0.09383012],dog_bark
370,[0.00468112 0.00677152 0.00584425 ... 0.00724867 0.00621739 0.00677419],jackhammer
371,"[ 0.0273855   0.04270726  0.03781196 ... -0.04143555 -0.04103535
 -0.03785441]",air_conditioner
372,"[-0.01692817 -0.01598038 -0.00137002 ... -0.00717629 -0.01341726
 -0.0201839 ]",street_music
373,"[ 0.00303763  0.00531617  0.00464468 ... -0.00863903 -0.00858716
 -0.01014288]",car_horn
374,"[-0.02900001 -0.04510076 -0.00702703 ... -0.05322739 -0.0177261
 -0.04209362]",jackhammer
375,"[-0.01248875 -0.02109253 -0.00991619 ...  0.02517057  0.03130791
  0.02993618]",engine_idling
376,"[-0.02691535 -0.03331328 -0.01262281 ...  0.02713467  0.00836583
 -0.01173652]",gun_shot
377,"[-0.1165263  -0.16590375 -0.11408421 ...  0.10433982  0.12532392
  0.06824994]",car_horn
378,"[ 0.09571725  0.19715081  0.27673927 ...  0.01500747 -0.01059494
 -0.12520719]",air_conditioner
379,"[ 0.00113652  0.00086307 -0.00053654 ...  0.00149902  0.0017764
  0.00211953]",engine_idling
380,"[ 0.08538638  0.09092456 -0.01375335 ... -0.03639745 -0.04314093
 -0.03653947]",air_conditioner
381,"[-0.02534771 -0.04182038 -0.04269512 ... -0.02190197 -0.00124782
  0.04245835]",children_playing
382,[0.06492203 0.0794536  0.03881319 ... 0.1019552  0.11021283 0.06959836],gun_shot
383,[0.01526064 0.03111582 0.04133759 ... 0.03063971 0.0282872  0.03260705],siren
384,"[-0.0279809  -0.03652507 -0.02874911 ... -0.00836595 -0.00944935
 -0.01536977]",jackhammer
385,"[-3.7948157e-06  6.7509674e-05  2.1357711e-04 ... -1.7194744e-02
 -2.4245502e-02 -1.9801125e-02]",drilling
386,"[ 0.00573425 -0.00233669 -0.01215345 ... -0.0288617  -0.03157149
 -0.02686842]",dog_bark
387,"[-0.11085762 -0.1852777  -0.19687125 ...  0.06619968  0.07885242
  0.11018188]",street_music
388,"[ 0.02775813  0.03721428  0.02852193 ... -0.00624398 -0.0047802
 -0.00059622]",gun_shot
389,"[ 0.121505    0.14634578  0.08206853 ... -0.09837602 -0.16337338
 -0.29157412]",street_music
390,[0.01339556 0.01817763 0.01322082 ... 0.00209323 0.00240792 0.00298579],air_conditioner
391,"[3.7798177e-06 4.1732244e-05 8.8530091e-05 ... 5.2619418e-03 5.0950004e-03
 4.6998998e-03]",air_conditioner
392,"[ 0.03218161  0.05171435  0.04257534 ... -0.00653924 -0.00832457
 -0.01304347]",car_horn
393,"[-0.02717696 -0.03843609 -0.02885636 ...  0.00585704  0.00611231
  0.00383396]",air_conditioner
394,"[-0.03341017 -0.02828128  0.02358653 ... -0.0105658  -0.00745535
 -0.00988377]",gun_shot
395,"[-0.0029898  -0.00675791 -0.00777616 ... -0.01391534 -0.01856422
 -0.02369084]",dog_bark
396,"[-0.17456123 -0.24697377 -0.20218506 ...  0.01423762  0.01657387
  0.0296532 ]",car_horn
397,"[ 0.00581306  0.0073546   0.00132611 ... -0.01637167 -0.02050557
 -0.0121672 ]",engine_idling
398,"[-0.03502508 -0.04722288 -0.03896497 ...  0.02850891  0.03263332
  0.03719673]",air_conditioner
399,[0.00801806 0.01445892 0.01129108 ... 0.10416142 0.09273303 0.09883305],air_conditioner
400,"[ 0.0012461   0.00242352 -0.00061707 ...  0.00184964  0.00169359
  0.00295397]",drilling
401,[0.10525027 0.1641392  0.13236804 ... 0.08792371 0.07711742 0.07646958],dog_bark
402,"[ 0.02139116  0.03136613  0.02813643 ... -0.00859953 -0.00816419
 -0.00936529]",siren
403,"[-0.02151154 -0.02968585 -0.0203547  ... -0.06291173 -0.05154475
 -0.04311759]",siren
404,[0.01968532 0.02327269 0.00967724 ... 0.00161946 0.0031886  0.00450416],air_conditioner
405,"[-0.01131867 -0.01353906  0.01478944 ... -0.05606925 -0.03388184
 -0.04171414]",air_conditioner
406,"[-0.00197612  0.01060692 -0.00303419 ...  0.05004366  0.03645193
  0.02909753]",gun_shot
407,"[-0.00709875 -0.01139534 -0.01302957 ...  0.00941055  0.00736346
  0.00453524]",jackhammer
408,"[-0.02957305 -0.05534336 -0.05422096 ...  0.02249177  0.02583406
  0.0269136 ]",drilling
409,"[-1.0834858e-03 -2.3666658e-03 -2.6083998e-03 ...  8.9237510e-06
  8.1275793e-06 -1.1748772e-05]",air_conditioner
410,[0.02778121 0.03703392 0.01288186 ... 0.03190228 0.02881229 0.0898988 ],siren
411,"[ 0.01122337  0.02726222  0.0276029  ...  0.00208464 -0.00238555
 -0.00406545]",children_playing
412,"[-0.01924148 -0.02609145 -0.01862342 ...  0.00231539  0.00087798
 -0.00117861]",air_conditioner
413,"[ 0.00098176  0.00617072  0.00299864 ...  0.00136566 -0.00078522
 -0.00281352]",dog_bark
414,[0.00815584 0.01733582 0.01976445 ... 0.02446545 0.02126971 0.02099423],jackhammer
415,"[ 0.03066691  0.04792073  0.04733348 ... -0.00248264 -0.00593797
 -0.00439036]",gun_shot
416,[0.00265169 0.00484554 0.00410199 ... 0.01116163 0.01070454 0.01004888],car_horn
417,[0.00343585 0.00441611 0.00371036 ... 0.00441189 0.00611187 0.00463666],car_horn
418,"[ 0.01512656 -0.02371579 -0.01382324 ... -0.02557816 -0.02979052
 -0.03095429]",gun_shot
419,"[-0.0103424  -0.01550648 -0.01249446 ...  0.00335913  0.00271517
  0.0019181 ]",engine_idling
420,[0.00561832 0.00967243 0.00738476 ... 0.00704898 0.0074244  0.00379099],dog_bark
421,"[-0.00845582 -0.02607963 -0.01642553 ... -0.00046749  0.00989534
  0.00423625]",car_horn
422,[0.24345705 0.33172297 0.23477113 ... 0.08010671 0.14094462 0.16427544],jackhammer
423,"[ 0.05597583  0.07375681  0.05742903 ... -0.00140233 -0.00555102
 -0.00447723]",gun_shot
424,"[-0.03291652 -0.0398128  -0.03388736 ...  0.0309651   0.00824685
  0.05887562]",engine_idling
425,"[-0.04120058 -0.07761291 -0.08761945 ...  0.14479783  0.12435637
  0.11799744]",engine_idling
426,"[ 0.07663885  0.13270935  0.11211652 ...  0.00521559 -0.01704747
 -0.03170039]",gun_shot
427,[0.02043204 0.02702567 0.02106506 ... 0.00184937 0.00419696 0.00542607],car_horn
428,"[-0.1292358  -0.21701334 -0.18309607 ... -0.02213135 -0.02465985
 -0.04017282]",engine_idling
429,"[ 0.24910983  0.37846953  0.33086312 ... -0.06773865 -0.03878904
 -0.01805843]",air_conditioner
430,"[-0.00653762 -0.01068778 -0.00905685 ... -0.00081117 -0.0010316
 -0.00045792]",gun_shot
431,"[-0.04501999 -0.05892611 -0.04697736 ... -0.08074148 -0.07403918
 -0.06666437]",engine_idling
432,"[-0.03811829 -0.07864619 -0.06389929 ...  0.06541703 -0.0562107
 -0.16495757]",street_music
433,"[-0.11298973 -0.15638597 -0.13450536 ... -0.04822331 -0.10497962
 -0.14159128]",jackhammer
434,[0.00255593 0.00873552 0.00980331 ... 0.01185494 0.02211825 0.02541283],street_music
435,"[ 0.03813607  0.04330697  0.00815124 ... -0.06534272 -0.06628577
 -0.08062086]",siren
436,"[-0.15994741 -0.23302507 -0.20006636 ...  0.2495887   0.13117471
  0.1420716 ]",drilling
437,"[-0.00832722 -0.01047165 -0.00606969 ...  0.00053198  0.00048577
  0.00044436]",street_music
438,"[-0.02556592 -0.03227908 -0.01628002 ...  0.00944471 -0.00314836
 -0.01049681]",car_horn
439,"[ 0.04372879  0.08956587  0.06288512 ... -0.10881567 -0.16235626
 -0.33639404]",dog_bark
440,"[-0.00704358 -0.03132542 -0.05177797 ...  0.0124028   0.01207829
  0.01254523]",air_conditioner
441,"[-0.00351303 -0.02778734 -0.05130418 ...  0.01481372  0.01216601
 -0.0086714 ]",gun_shot
442,[0.00878543 0.03873803 0.06120435 ... 0.02445521 0.02051181 0.00565431],drilling
443,"[-0.09101328 -0.1110547  -0.08588648 ... -0.04425396 -0.02900968
 -0.05755106]",street_music
444,"[ 0.10276901  0.13735692  0.10232131 ... -0.09665424 -0.09422557
 -0.09429736]",engine_idling
445,"[-0.10279548 -0.17826273 -0.14043766 ... -0.01938626 -0.01110095
 -0.02142882]",engine_idling
446,"[-0.02417257 -0.08266673 -0.15065604 ... -0.00833368  0.0279154
  0.05652758]",air_conditioner
447,[0.00826981 0.01354023 0.01161329 ... 0.04528232 0.04344298 0.04434244],engine_idling
448,"[-0.05183001 -0.05067711 -0.03322164 ... -0.00388104 -0.01326132
  0.00134223]",siren
449,"[ 0.02432029  0.07764057  0.12424505 ... -0.18798915 -0.00091651
 -0.05120461]",jackhammer
450,"[ 0.03528778  0.0659947   0.04513906 ... -0.02567691 -0.00017004
 -0.01838962]",drilling
451,"[-0.02595742 -0.02518249 -0.00035285 ... -0.0033998   0.00031939
 -0.00292925]",jackhammer
452,"[ 4.02352889e-05 -1.24489015e-05  5.67699317e-06 ... -1.58980079e-02
 -1.26824677e-02 -9.62026604e-03]",gun_shot
453,"[ 0.01072337  0.01446939  0.00877566 ... -0.01108422 -0.00669708
 -0.00238747]",gun_shot
454,"[ 2.7785962e-05  1.7549534e-04  1.3803571e-04 ... -3.4616853e-05
 -1.9794610e-05 -1.0523308e-05]",jackhammer
455,"[ 0.0065918   0.00674438  0.00686646 ... -0.03530884 -0.03512573
 -0.03469849]",jackhammer
456,"[-3.7252903e-08 -4.0978193e-08 -4.0978193e-08 ... -1.3408712e-03
 -1.7527808e-03 -1.6002702e-03]",engine_idling
457,"[-0.00761791 -0.01134741 -0.00956028 ...  0.00667394  0.00672815
  0.00741519]",siren
458,"[ 0.00765068  0.01498981  0.01276455 ... -0.02276878 -0.01723378
 -0.01417017]",air_conditioner
459,"[ 8.8069960e-04  8.8205893e-04  5.3704396e-05 ... -7.9437403e-04
 -2.3056768e-04  2.3881743e-04]",siren
460,"[ 0.00171324  0.00508618  0.00616472 ... -0.02323115 -0.01180083
 -0.01070242]",car_horn
461,"[-0.07786706 -0.08328051 -0.10402691 ...  0.01688705  0.03212848
  0.0412892 ]",siren
462,"[-0.024505   -0.04555159 -0.0799127  ... -0.31299204 -0.26803923
 -0.24195917]",dog_bark
463,"[ 0.07378373  0.12281129  0.13007936 ... -0.05562814 -0.04652396
 -0.02038185]",siren
464,"[ 0.00263485  0.00374592  0.00292855 ... -0.01551077 -0.01606776
 -0.00597106]",car_horn
465,"[-5.43220434e-04 -8.44864408e-04 -7.46661564e-04 ...  1.09250774e-04
  2.88056890e-05  0.00000000e+00]",street_music
466,[0.17450522 0.20518091 0.10620854 ... 0.01349844 0.03597437 0.00737858],gun_shot
467,"[-0.01848411 -0.02778848 -0.02096892 ...  0.03074415  0.04079191
  0.01564211]",car_horn
468,[0.06123576 0.07733033 0.06069895 ... 0.02741174 0.02296542 0.01247364],street_music
